Sample	BeeP-01-2013	BeeP-02-2013	BeeP-03-2013	BeeP-04-2013	BeeP-05-2013	BeeP-06-2013	BeeP-07-2013	BeeP-08-2013	BeeP-09-2013	BeeP-10-2013	BeeP-11-2013	BeeP-12-2013	BeeP-13-2013	BeeP-14-2013	BeeP-15-2013	BeeP-16-2013	BeeP-17-2013	BeeP-18-2013	BeeP-19-2013	BeeP-20-2013	BeeP-21-2013	BeeP-22-2013	BeeP-23-2013	BeeP-24-2013	BeeP-25-2013	BeeP-26-2013	BeeP-27-2013	BeeP-28-2013	BeeP-29-2013	BeeP-30-2013	BeeP-31-2013	BeeP-32-2013	BeeP-33-2013	BeeP-34-2013	BeeP-35-2013	BeeP-36-2013	BeeP-37-2013	BeeP-38-2013	BeeP-39-2013	BeeP-40-2013	BeeP-41-2013	BeeP-42-2013	BeeP-43-2013	BeeP-44-2013	BeeP-45-2013	BeeP-46-2013	BeeP-47-2013	BeeP-48-2013	BeeP-49-2013	BeeP-50-2013	BeeP-Q1-2013	BeeP-Q2-2013	BP10	BP11	BP12	BP13	BP14	BP15	BP16	BP17	BP18	BP19	BP1	BP20	BP21	BP22	BP23	BP24	BP25	BP26	BP27	BP28	BP29	BP2	BP30	BP31	BP32	BP33	BP34	BP35	BP36	BP37	BP38	BP39	BP3	BP40	BP41	BP42	BP43	BP44	BP45	BP46	BP47	BP48	BP49	BP4	BP50	BP5	BP6	BP7	BP8	BP9
ERR413300.Contig_11582_6939.84_length_1044	222	310	672	2391	13271	0	6411	0	8868	2	544	75	8331	4	8221	10	89	4662	182	3	6079	7192	4513	20910	0	4376	15621	2	5621	0	19892	12484	168	13466	3339	20599	1132	17115	22006	650	19311	14	1923	7703	34176	4038	10	42666	129	0	113	15354	12107	98	4917	156	111200	40	30	80	612	1193	75	20530	12063	230	2	8561	36717	10142	25365	22350	39	87	110	2122	6223	6	16436	6	13609	8768	6904	173	25	6828	22437	448	6	9895	84	9047	7340	332	15472	2237	0	2010	12669	28386	35609	84738
ERR413300.Contig_11595_181613_length_1415	5	0	2	10	17	0	74	0	3	0	0	0	12	0	1	1	3	3	0	0	13	2	8	90	2	4	8	0	1	0	8	21	1	9	2	10	1	4	1	0	53	0	6	1152	10	15	0	3	0	0	0	10	6	2	0	0	14	0	0	0	0	2	0	3	64	0	0	1	12	1	3	0	0	0	0	1	0	0	9	0	5	572	5	5	0	10	15	11	0	8	0	17	4	0	86	0	0	0	72	9	28	16
ERR413300.Contig_11619_219.889_length_508	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR413303.Contig_57_10265.9_length_2003	42	2	31	421	165	0	6551	0	32	0	12	0	69	0	19	7	45	264	3	0	92	21	2683	99012	0	25	41	0	13	0	41	128	43	59	4	77	5	21	20	2165	25667	0	78	37762	53	78	79	62	2	0	0	132	57	0	5	13	125	23	5	1	4	104	0	122	3185	3	1	14	57	20	59	7	0	11	1	1	51	0	42	0	20	1885	45	17	0	105	102	112	0	49	0	115	14	1	30	6	0	7	78704	81	367	184
ERR413303.Contig_2890_922.861_length_510	37	146	564	1529	9588	0	4078	0	6622	0	423	109	7084	0	8390	2	4	3958	181	0	4389	3798	3786	18480	4	3929	13813	4	5151	0	17111	10410	129	10856	2252	17956	1024	5032	4450	549	16934	8	726	3874	26919	2257	0	30984	143	0	60	11190	12065	65	3104	141	104820	60	30	103	629	1118	60	19587	10510	217	0	7420	34431	8337	24000	13958	27	108	125	1876	4130	2	14682	0	13052	6902	5751	16	13	5233	19747	27	2	8683	36	7612	6181	281	12195	1759	0	1883	11590	26061	31707	83474
ERR528752.Contig_18762_33212.8_length_10106	121440	2842	169524	314517	240582	6	51263	5	132841	32	6978	796	167105	8	78023	873	137094	147219	1354	19	175827	34970	91155	289170	33	57911	96864	0	41423	0	301428	155725	4466	148961	35982	154073	10669	226844	151847	6841	304441	58	177697	277621	250790	300790	4440	271255	1105	4	2860	401742	52792	4054	112233	1368	591549	437	337	829	5998	7336	342	127308	120537	1566	617	28848	94871	150058	82249	101736	298	1064	860	8091	219427	124	92535	2	49032	89778	96532	54998	41	154053	144795	92736	53	72864	300	49861	83765	4660	139544	8346	7	5615	322888	205652	621972	179552
ERR528754.Contig_3476_73310.3_length_8795	0	0	0	2	0	0	0	0	0	1	223	0	0	0	0	0	0	113	0	0	0	0	0	0	6	9768	26	0	0	0	0	0	0	0	2	0	6	2	2	0	0	0	0	0	0	0	1	0	2	0	0	2	4	2	0	1	0	2214	0	0	4	4	2	0	0	4	10	10	0	0	0	0	0	0	0	18	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1098	0	0
ERR528754.Contig_5610_8040.01_length_10112	110448	1706	516868	101459	177981	16	60019	7	245051	19	5283	1332	215396	9	34729	1289	166815	172653	1591	16	128331	23559	103498	168961	42	60598	134257	1	33886	0	323440	270466	5677	136738	18266	169901	9154	173016	140401	4398	159732	64	92925	195409	127360	227677	1912	70854	1200	2	2283	330330	73850	4100	147440	1043	593703	338	227	461	3645	9240	371	123733	152329	1514	564	32517	22334	78384	108674	56105	340	586	685	4993	10364	60	49588	0	31284	35380	116282	45347	44	139151	153975	150823	36	29966	630	78880	77941	1969	116465	7250	7	4115	228626	224855	354986	94004
ERR766212.Contig_20590_4.02244_length_822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_5244_122517_length_623	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_6382_34838.3_length_1286	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ERR791800.Contig_7251_50164.8_length_2195	0	0	0	0	0	0	0	2	0	2	8	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	4	0	0	2	2	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_8091_101478_length_1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	2	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_11822_181.794_length_1674	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
ERR791800.Contig_16072_91.8836_length_2718	0	0	0	2	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	6	2	0	0	0	4	4	0	0	0	0	0	2	0	14	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
ERR791800.Contig_17459_140990_length_1105	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_17603_34984.6_length_1976	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR791800.Contig_22348_17556.7_length_1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR883786.Contig_2220_671.608_length_663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR883786.Contig_9902_776.092_length_673	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	29	0	0	0	13	11	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ERR883786.Contig_19403_1170_length_596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	58	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR883786.Contig_22336_1619.48_length_869	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	16	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR968678.Contig_2754_32479.1_length_5808	0	0	0	0	8	10	0	0	0	0	34	0	0	0	0	9	17	0	0	0	0	0	0	0	78	0	2	0	0	0	0	0	0	0	46	0	4	0	0	0	0	0	0	6	0	0	18	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	4	10	2545	0	2	4	0	0	0	4	0	4	0	0	63728	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	7	0	0	0	0	2
ERR968678.Contig_22077_6637.37_length_3723	0	2	0	0	2	2	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	6	6	197	0	0	0	0	0	0	0	0	0	0	0	27400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ERR968679.Contig_20876_5.95731_length_629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_1574_11.6345_length_5577	0	0	0	0	2	2	0	0	0	0	8	0	0	0	0	0	2	2	0	0	0	4	0	0	18	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	32	0	0	0	2	0	0	2	0	4	0	0	2	0	34	10	0	0	4	0	0	4	0	4	0	4	0	6	0	0	0	0	0	0	0	0	2	4	2	6	0	0	4	0	4	0	0	2	0	0
SRR1015499.Contig_4422_11.0305_length_742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_5160_13.0051_length_996	0	0	0	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	0	2	0	8	0	0	0	16	0	0	0	0	0	0	0	6	0	4	0	0	0	2	4	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_5519_12.0724_length_2217	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_7574_12.7624_length_950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_7931_12.3587_length_742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRR1015499.Contig_9577_11.4968_length_1427	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	2	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_10306_26.2577_length_509	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_16284_8905.05_length_844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_21912_10.144_length_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_23084_6.73252_length_592	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_27814_9.74545_length_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_28366_9.8_length_730	0	2	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
SRR1015499.Contig_30672_12.2738_length_2657	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0	6	0	8	0	2	0	0	0	0	0	4	0	4	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SRR1015499.Contig_32650_12.9862_length_963	2	0	0	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	6	0	4	0	0	0	2	0	0	4	2	0	0	0	2	0	0	0	10	2	0	0	0	0	0	0	4	4	4	0	0	0	12	16	0	0	0	0	0	0	0	32	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
SRR1015499.Contig_34258_9.72885_length_883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_34870_9.03616_length_822	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015499.Contig_36403_9.67012_length_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2
SRR1015499.Contig_36464_11.6232_length_978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015503.Contig_4257_2592.36_length_5110	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	2	4	0	0	0	0	2	4	0	0	0	0	2	0	0	4	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015503.Contig_15808_44.895_length_1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015503.Contig_20080_1168.85_length_1661	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015503.Contig_29650_51.995_length_620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015511.Contig_2256_344.373_length_1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SRR1015515.Contig_13387_83.0821_length_848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015515.Contig_17110_30.4259_length_1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015516.Contig_25335_107.874_length_980	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015525.Contig_22764_404.323_length_509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015527.Contig_5644_38.3455_length_1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015527.Contig_15015_1302.54_length_2631	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015527.Contig_19884_12.6477_length_653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1015527.Contig_27770_25.9201_length_1246	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
